2,351605201
2,357703662
2,371780243
2,388309278
2,407259392
2,412237351
2,417486715
2,419461410
2,442340865
2,453176081
2,457389082
2,458932118
2,460344097
2,460345147
2,469629723
2,471860942
2,473403373
2,484300730
2,486081638
2,501851516
2,509405484
2,528048283
2,535148902
2,541313198
2,551830743
2,551831153
2,555840664
2,558386773
2,560110615
2,561820218
2,566812022
2,579661793
2,589993822
2,595062817
2,601577812
2,601835856
2,617706004
2,624442254
2,637388022
2,643413402
2,648286041
2,648654340
2,654477662
2,666920949
2,666921676
2,675241876
2,681188510
2,681756448
2,683738396
2,683739188
2,683739381
2,689599837
2,693759892
2,701521115
2,709752834
2,712356665
2,712470003
2,718092100
2,718092552
2,719570876
2,734360617
2,736223167
2,753237751
2,765474068
2,769738827
2,770517157
2,777250400
2,777251492
2,840523451
2,848512914
2,850659430
2,859333614
2,871500664
2,885350625
2,892263200
2,910747596
2,912998628
2,925822417
2,930493857
2,937811184
2,948591980
2,965148613
2,967386733
2,971101123
2,972765543
2,981723673
2,981723867
2,981724034
2,985007449
2,988633337
2,989753406
2,993341749
2,1002030826
2,1002033405
2,1002168233
2,1019289401
2,1019290090
2,1027850407
2,1055916186
2,1057248227
2,1057739891
2,1068579020
2,1085290982
2,1100838841
2,1105789334
2,1111479137
2,1118319612
2,1122186431
2,1122187304
2,1122188569
2,1123597913
2,1141888085
2,1142552154
2,1148249757
2,1150409803
2,1165655214
2,1176065902
2,1176698004
2,1176698655
2,1176699677
2,1177036950
2,1178215438
2,1178218009
2,1196283962
2,1250562288
2,1260231254
2,1262550557
2,1262552347
2,1267832098
2,1267832414
2,1272540644
2,1273251219
2,1282472834
2,1282500527
2,1283289806
2,1288058046
2,1298399028
2,1326148547
2,1326148991
2,1346676335
2,1361878496
2,1371641562
2,1377502564
2,1382957785
2,1386586968
2,1386587130
2,1391951635
2,1393662197
2,1396508321
2,1409220847
2,1413499558
2,1415325454
2,1428086103
2,1431507248
2,1437983822
2,1447324973
2,1456090565
2,1461774060
2,1461774946
2,1477700670
2,1481533101
2,1486660064
2,1494250087
2,1494251246
2,1506708167
2,1515495613
2,1516237497
2,1544214471
2,1550536031
2,1558096833
2,1559667485
2,1575741951
2,1575742128
2,1579291677
2,1603121873
2,1630626339
2,1632139645
2,1636266368
2,1646701950
2,1646703590
2,1647630888
2,1652535424
2,1652537915
2,1653050860
2,1653051983
2,1653771529
2,1676812687
2,1684306045
2,1684592957
2,1689600116
2,1694275889
2,1694276629
2,1697836215
2,1711252302
2,1718672475
2,1721142574
2,1742332797
2,1749083587
2,1766327727
2,1769222486
2,1770416723
2,1770975288
2,1773709288
2,1774291243
2,1787828687
2,1792177833
2,1806004213
2,1810238291
2,1816343369
2,1817182497
2,1818586017
2,1840450084
2,1841241975
2,1850365018
2,1851544567
2,1867930763
2,1874374787
2,1876174929
2,1878159234
2,1887197265
2,1889564191
2,1896773539
2,1914497041
2,1918748208
2,1935752511
2,1951751114
2,1954688428
2,1954700774
2,1956141119
2,1967420540
2,1981591211
2,1988888314
2,1998794215
2,2013676285
2,2026716689
2,2031956920
2,2048698985
2,2048699924
2,2072546256
2,2089561629
2,2102631375
2,2108975513
2,2125202618
2,2125404546
2,2133872412
2,2135845843
2,2142060545
2,2146886619
2,-2147012084
2,-2143428949
2,-2142007279
2,-2131571094
2,-2130006826
2,-2123794411
2,-2118411918
2,-2116127417
2,-2115675715
2,-2092415453
2,-2091819827
2,-2081138336
2,-2077429853
2,-2076287342
2,-2072974123
2,-2072226693
2,-2071606605
2,-2061570757
2,-2060533915
2,-2060533680
2,-2060533485
2,-2060531480
2,-2056369162
2,-2055527137
2,-2055517377
2,-2054064899
2,-2053271620
2,-2051147096
2,-2049783032
2,-2049782502
2,-2025077546
2,-2021668688
2,-2020974609
2,-2015341762
2,-2009236525
2,-2008134437
2,-2000928695
2,-2000013988
2,-1998380601
2,-1998232573
2,-1985988058
2,-1977251721
2,-1964276061
2,-1949250294
2,-1943219606
2,-1931791290
2,-1909095521
2,-1907917495
2,-1904702541
2,-1896902637
2,-1870203886
2,-1848635990
2,-1845555863
2,-1823213639
2,-1803702767
2,-1794631272
2,-1794630469
2,-1794096539
2,-1767926271
2,-1744190343
2,-1735625242
2,-1733926679
2,-1725344243
2,-1724989656
2,-1720104353
2,-1720102072
2,-1713887513
2,-1713886749
2,-1711996587
2,-1710758577
2,-1707592117
2,-1685581661
2,-1672213294
2,-1671967238
2,-1668634195
2,-1660584600
2,-1650077498
2,-1650075856
2,-1634245263
2,-1631444030
2,-1620050006
2,-1606389226
2,-1599643888
2,-1599099246
2,-1583531395
2,-1574414689
2,-1569380848
2,-1563249684
2,-1558884126
2,-1554919738
2,-1554769369
2,-1553210062
2,-1553209067
2,-1534680553
2,-1534334211
2,-1531858928
2,-1520046625
2,-1512646978
2,-1512645918
2,-1511822397
2,-1491706645
2,-1489682099
2,-1485402908
2,-1485402754
2,-1482740973
2,-1482739159
2,-1482738738
2,-1471706678
2,-1461324361
2,-1458201763
2,-1455672734
2,-1432794379
2,-1428144299
2,-1426888665
2,-1421842796
2,-1416705974
2,-1402901035
2,-1402899122
2,-1395174704
2,-1395173357
2,-1383924634
2,-1370806637
2,-1370411290
2,-1369148343
2,-1340189009
2,-1307916106
2,-1307914549
2,-1301649189
2,-1260607602
2,-1260607271
2,-1260607151
2,-1250542150
2,-1250015611
2,-1249235302
2,-1239151733
2,-1233962155
2,-1227674189
2,-1227370711
2,-1225887241
2,-1217305998
2,-1209434138
2,-1208941380
2,-1203631091
2,-1189815300
2,-1186870460
